date,state,county,candidate,party,candidatevotes,totalvotes
11/03/1964,MT,Stillwater,Goldwater,republican,580,1000
11/03/1964,VA,Rockingham,Johnson,democrat,420,1000
11/03/1964,VA,Rockingham,Goldwater,republican,580,1000
11/03/1964,GA,Meriwether,Johnson,democrat,510,1000
11/03/1964,GA,Meriwether,Goldwater,republican,490,1000
11/03/1964,ND,McKenzie,Johnson,democrat,420,1000
11/03/1964,ND,McKenzie,Goldwater,republican,580,1000
11/03/1964,ND,Morton,Johnson,democrat,420,1000
11/03/1964,ND,Morton,Goldwater,republican,580,1000
11/03/1964,OR,Yamhill,Johnson,democrat,470,1000
11/03/1964,OR,Yamhill,Goldwater,republican,530,1000
11/03/1964,SC,Marlboro,Johnson,democrat,580,1000
11/03/1964,SC,Marlboro,Goldwater,republican,420,1000
11/03/1964,NC,Clay,Johnson,democrat,420,1000
11/03/1964,NC,Clay,Goldwater,republican,580,1000
11/03/1964,MT,Chouteau,Johnson,democrat,420,1000
11/03/1964,MT,Chouteau,Goldwater,republican,580,1000
11/03/1964,SC,Greenville,Johnson,democrat,420,1000
11/03/1964,SC,Greenville,Goldwater,republican,580,1000
11/03/1964,AL,Pickens,Johnson,democrat,420,1000
11/03/1964,AL,Pickens,Goldwater,republican,580,1000
11/03/1964,MO,Iron,Johnson,democrat,580,1000
11/03/1964,MO,Iron,Goldwater,republican,420,1000
11/03/1964,UT,Daggett,Johnson,democrat,420,1000
11/03/1964,UT,Daggett,Goldwater,republican,580,1000
11/03/1964,FL,Broward,Johnson,democrat,580,1000
11/03/1964,FL,Broward,Goldwater,republican,420,1000
11/03/1964,MS,Hinds,Johnson,democrat,420,1000
11/03/1964,MS,Hinds,Goldwater,republican,580,1000
11/03/1964,NC,Onslow,Johnson,democrat,490,1000
11/03/1964,NC,Onslow,Goldwater,republican,510,1000
11/03/1964,AL,Clarke,Johnson,democrat,420,1000
11/03/1964,AL,Clarke,Goldwater,republican,580,1000
11/03/1964,AR,Madison,Johnson,democrat,470,1000
11/03/1964,AR,Madison,Goldwater,republican,530,1000
11/03/1964,FL,Liberty,Johnson,democrat,420,1000
11/03/1964,FL,Liberty,Goldwater,republican,580,1000
11/03/1964,IN,Monroe,Johnson,democrat,510,1000
11/03/1964,IN,Monroe,Goldwater,republican,490,1000
11/03/1964,IN,Dubois,Johnson,democrat,530,1000
11/03/1964,IN,Dubois,Goldwater,republican,470,1000
11/03/1964,IA,Buena_Vista,Johnson,democrat,510,1000
11/03/1964,IA,Buena_Vista,Goldwater,republican,490,1000
11/03/1964,KS,Gray,Johnson,democrat,420,1000
11/03/1964,KS,Gray,Goldwater,republican,580,1000
11/03/1964,KY,Grant,Johnson,democrat,470,1000
11/03/1964,KY,Grant,Goldwater,republican,530,1000
11/03/1964,TN,Putnam,Johnson,democrat,530,1000
11/03/1964,TN,Putnam,Goldwater,republican,470,1000
11/03/1964,TN,Benton,Johnson,democrat,420,1000
11/03/1964,TN,Benton,Goldwater,republican,580,1000
11/03/1964,UT,Duchesne,Johnson,democrat,420,1000
11/03/1964,UT,Duchesne,Goldwater,republican,580,1000
11/03/1964,VA,Isle_of_Wight,Johnson,democrat,510,1000
11/03/1964,VA,Isle_of_Wight,Goldwater,republican,490,1000
11/03/1964,WY,Hot_Springs,Johnson,democrat,420,1000
11/03/1964,WY,Hot_Springs,Goldwater,republican,580,1000
11/03/1964,SD,Perkins,Johnson,democrat,420,1000
11/03/1964,SD,Perkins,Goldwater,republican,580,1000
11/03/1964,UT,Beaver,Johnson,democrat,420,1000
11/03/1964,UT,Beaver,Goldwater,republican,580,1000
11/03/1964,VA,Buchanan,Johnson,democrat,530,1000
11/03/1964,VA,Buchanan,Goldwater,republican,470,1000
11/03/1964,WV,Mingo,Johnson,democrat,490,1000
11/03/1964,WV,Mingo,Goldwater,republican,510,1000
11/03/1964,AL,Talladega,Johnson,democrat,420,1000
11/03/1964,AL,Talladega,Goldwater,republican,580,1000
11/03/1964,KY,Bourbon,Johnson,democrat,420,1000
11/03/1964,KY,Bourbon,Goldwater,republican,580,1000
11/03/1964,PA,Monroe,Johnson,democrat,580,1000
11/03/1964,PA,Monroe,Goldwater,republican,420,1000
11/03/1964,WA,Ferry,Johnson,democrat,420,1000
11/03/1964,WA,Ferry,Goldwater,republican,580,1000
11/03/1964,ID,Twin_Falls,Johnson,democrat,420,1000
11/03/1964,ID,Twin_Falls,Goldwater,republican,580,1000
11/03/1964,MD,Charles,Johnson,democrat,490,1000
11/03/1964,MD,Charles,Goldwater,republican,510,1000
11/03/1964,VA,Loudoun,Johnson,democrat,510,1000
11/03/1964,VA,Loudoun,Goldwater,republican,490,1000
11/03/1964,IL,Winnebago,Johnson,democrat,530,1000
11/03/1964,IL,Winnebago,Goldwater,republican,470,1000
11/03/1964,CO,Conejos,Johnson,democrat,580,1000
11/03/1964,CO,Conejos,Goldwater,republican,420,1000
11/03/1964,AL,Geneva,Johnson,democrat,420,1000
11/03/1964,AL,Geneva,Goldwater,republican,580,1000
11/03/1964,CA,Alameda,Johnson,democrat,580,1000
11/03/1964,CA,Alameda,Goldwater,republican,420,1000
11/03/1964,FL,Franklin,Johnson,democrat,420,1000
11/03/1964,FL,Franklin,Goldwater,republican,580,1000
11/03/1964,WV,Morgan,Johnson,democrat,420,1000
11/03/1964,WV,Morgan,Goldwater,republican,580,1000
11/03/1964,WV,Randolph,Johnson,democrat,420,1000
11/03/1964,WV,Randolph,Goldwater,republican,580,1000
11/03/1964,MS,Yazoo,Johnson,democrat,580,1000
11/03/1964,MS,Yazoo,Goldwater,republican,420,1000
11/03/1964,MT,McCone,Johnson,democrat,420,1000
11/03/1964,MT,McCone,Goldwater,republican,580,1000
11/03/1964,GA,Atkinson,Johnson,democrat,420,1000
11/03/1964,GA,Atkinson,Goldwater,republican,580,1000
11/03/1964,GA,Chatham,Johnson,democrat,470,1000
11/03/1964,GA,Chatham,Goldwater,republican,530,1000
11/03/1964,KY,Carlisle,Johnson,democrat,510,1000
11/03/1964,KY,Carlisle,Goldwater,republican,490,1000
11/03/1964,MO,Cass,Johnson,democrat,530,1000
11/03/1964,MO,Cass,Goldwater,republican,470,1000
11/03/1964,GA,Habersham,Johnson,democrat,420,1000
11/03/1964,GA,Habersham,Goldwater,republican,580,1000
11/03/1964,KY,Magoffin,Johnson,democrat,503,1000
11/03/1964,KY,Magoffin,Goldwater,republican,497,1000
11/03/1964,KY,Harlan,Johnson,democrat,420,1000
11/03/1964,KY,Harlan,Goldwater,republican,580,1000
11/03/1964,NC,Randolph,Johnson,democrat,420,1000
11/03/1964,NC,Randolph,Goldwater,republican,580,1000
11/03/1964,IL,Will,Johnson,democrat,510,1000
11/03/1964,IL,Will,Goldwater,republican,490,1000
11/03/1964,IN,Knox,Johnson,democrat,530,1000
11/03/1964,IN,Knox,Goldwater,republican,470,1000
11/03/1964,KY,Allen,Johnson,democrat,420,1000
11/03/1964,KY,Allen,Goldwater,republican,580,1000
11/03/1964,LA,Madison,Johnson,democrat,580,1000
11/03/1964,LA,Madison,Goldwater,republican,420,1000
11/03/1964,MN,Fillmore,Johnson,democrat,580,1000
11/03/1964,MN,Fillmore,Goldwater,republican,420,1000
11/03/1964,WA,Spokane,Johnson,democrat,470,1000
11/03/1964,WA,Spokane,Goldwater,republican,530,1000
11/03/1964,UT,Morgan,Johnson,democrat,420,1000
11/03/1964,UT,Morgan,Goldwater,republican,580,1000
11/03/1964,WI,Manitowoc,Johnson,democrat,530,1000
11/03/1964,WI,Manitowoc,Goldwater,republican,470,1000
11/03/1964,AL,Marion,Johnson,democrat,420,1000
11/03/1964,AL,Marion,Goldwater,republican,580,1000
11/03/1964,MI,Montcalm,Johnson,democrat,470,1000
11/03/1964,MI,Montcalm,Goldwater,republican,530,1000
11/03/1964,KY,Nicholas,Johnson,democrat,420,1000
11/03/1964,KY,Nicholas,Goldwater,republican,580,1000
11/03/1964,KY,Powell,Johnson,democrat,420,1000
11/03/1964,KY,Powell,Goldwater,republican,580,1000
11/03/1964,NC,Richmond,Johnson,democrat,580,1000
11/03/1964,NC,Richmond,Goldwater,republican,420,1000
11/03/1964,KY,Union,Johnson,democrat,420,1000
11/03/1964,KY,Union,Goldwater,republican,580,1000
11/03/1964,IL,Fayette,Johnson,democrat,530,1000
11/03/1964,IL,Fayette,Goldwater,republican,470,1000
11/03/1964,KY,Webster,Johnson,democrat,420,1000
11/03/1964,KY,Webster,Goldwater,republican,580,1000
11/03/1964,ID,Blaine,Johnson,democrat,580,1000
11/03/1964,ID,Blaine,Goldwater,republican,420,1000
11/03/1964,IL,Henry,Johnson,democrat,580,1000
11/03/1964,IL,Henry,Goldwater,republican,420,1000
11/03/1964,TN,Trousdale,Johnson,democrat,580,1000
11/03/1964,TN,Trousdale,Goldwater,republican,420,1000
11/03/1964,WI,Calumet,Johnson,democrat,530,1000
11/03/1964,WI,Calumet,Goldwater,republican,470,1000
11/03/1964,NM,Otero,Johnson,democrat,420,1000
11/03/1964,NM,Otero,Goldwater,republican,580,1000
11/03/1964,IN,LaPorte,Johnson,democrat,580,1000
11/03/1964,IN,LaPorte,Goldwater,republican,420,1000
11/03/1964,MA,Middlesex,Johnson,democrat,580,1000
11/03/1964,MA,Middlesex,Goldwater,republican,420,1000
11/03/1964,MS,Tunica,Johnson,democrat,580,1000
11/03/1964,MS,Tunica,Goldwater,republican,420,1000
11/03/1964,MT,Toole,Johnson,democrat,420,1000
11/03/1964,MT,Toole,Goldwater,republican,580,1000
11/03/1964,WA,Island,Johnson,democrat,510,1000
11/03/1964,WA,Island,Goldwater,republican,490,1000
11/03/1964,WV,Jefferson,Johnson,democrat,497,1000
11/03/1964,WV,Jefferson,Goldwater,republican,503,1000
11/03/1964,KY,Wolfe,Johnson,democrat,470,1000
11/03/1964,KY,Wolfe,Goldwater,republican,530,1000
11/03/1964,MA,Barnstable,Johnson,democrat,580,1000
11/03/1964,MA,Barnstable,Goldwater,republican,420,1000
11/03/1964,TN,Blount,Johnson,democrat,420,1000
11/03/1964,TN,Blount,Goldwater,republican,580,1000
11/03/1964,ND,Sioux,Johnson,democrat,420,1000
11/03/1964,ND,Sioux,Goldwater,republican,580,1000
11/03/1964,IA,Woodbury,Johnson,democrat,470,1000
11/03/1964,IA,Woodbury,Goldwater,republican,530,1000
11/03/1964,IL,Clinton,Johnson,democrat,530,1000
11/03/1964,IL,Clinton,Goldwater,republican,470,1000
11/03/1964,NV,Washoe,Johnson,democrat,420,1000
11/03/1964,NV,Washoe,Goldwater,republican,580,1000
11/03/1964,NH,Merrimack,Johnson,democrat,530,1000
11/03/1964,NH,Merrimack,Goldwater,republican,470,1000
11/03/1964,OK,McCurtain,Johnson,democrat,580,1000
11/03/1964,OK,McCurtain,Goldwater,republican,420,1000
11/03/1964,VT,Orange,Johnson,democrat,580,1000
11/03/1964,VT,Orange,Goldwater,republican,420,1000
11/03/1964,NV,Carson_City,Johnson,democrat,420,1000
11/03/1964,NV,Carson_City,Goldwater,republican,580,1000
11/03/1964,NY,Cattaraugus,Johnson,democrat,470,1000
11/03/1964,NY,Cattaraugus,Goldwater,republican,530,1000
11/03/1964,HI,Kauai,Johnson,democrat,420,1000
11/03/1964,HI,Kauai,Goldwater,republican,580,1000
11/03/1964,MA,Plymouth,Johnson,democrat,530,1000
11/03/1964,MA,Plymouth,Goldwater,republican,470,1000
11/03/1964,SC,Jasper,Johnson,democrat,510,1000
11/03/1964,SC,Jasper,Goldwater,republican,490,1000
11/03/1964,MA,Norfolk,Johnson,democrat,580,1000
11/03/1964,MA,Norfolk,Goldwater,republican,420,1000
11/03/1964,KY,Larue,Johnson,democrat,420,1000
11/03/1964,KY,Larue,Goldwater,republican,580,1000
11/03/1964,NE,Cherry,Johnson,democrat,580,1000
11/03/1964,NE,Cherry,Goldwater,republican,420,1000
11/03/1964,GA,Rockdale,Johnson,democrat,420,1000
11/03/1964,GA,Rockdale,Goldwater,republican,580,1000
11/03/1964,VA,Patrick,Johnson,democrat,420,1000
11/03/1964,VA,Patrick,Goldwater,republican,580,1000
11/03/1964,NC,McDowell,Johnson,democrat,420,1000
11/03/1964,NC,McDowell,Goldwater,republican,580,1000
11/03/1964,ND,Barnes,Johnson,democrat,580,1000
11/03/1964,ND,Barnes,Goldwater,republican,420,1000
11/03/1964,MI,Marquette,Johnson,democrat,580,1000
11/03/1964,MI,Marquette,Goldwater,republican,420,1000
11/03/1964,AR,Faulkner,Johnson,democrat,580,1000
11/03/1964,AR,Faulkner,Goldwater,republican,420,1000
11/03/1964,VA,Stafford,Johnson,democrat,470,1000
11/03/1964,VA,Stafford,Goldwater,republican,530,1000
11/03/1964,AR,Grant,Johnson,democrat,580,1000
11/03/1964,AR,Grant,Goldwater,republican,420,1000
11/03/1964,KY,Hopkins,Johnson,democrat,420,1000
11/03/1964,KY,Hopkins,Goldwater,republican,580,1000
11/03/1964,NC,Duplin,Johnson,democrat,530,1000
11/03/1964,NC,Duplin,Goldwater,republican,470,1000
11/03/1964,NC,Nash,Johnson,democrat,580,1000
11/03/1964,NC,Nash,Goldwater,republican,420,1000
11/03/1964,OH,Williams,Johnson,democrat,470,1000
11/03/1964,OH,Williams,Goldwater,republican,530,1000
11/03/1964,MN,Koochiching,Johnson,democrat,580,1000
11/03/1964,MN,Koochiching,Goldwater,republican,420,1000
11/03/1964,ND,Sargent,Johnson,democrat,530,1000
11/03/1964,ND,Sargent,Goldwater,republican,470,1000
11/03/1964,PA,Bucks,Johnson,democrat,580,1000
11/03/1964,PA,Bucks,Goldwater,republican,420,1000
11/03/1964,SC,Calhoun,Johnson,democrat,503,1000
11/03/1964,SC,Calhoun,Goldwater,republican,497,1000
11/03/1964,SD,Bon_Homme,Johnson,democrat,470,1000
11/03/1964,SD,Bon_Homme,Goldwater,republican,530,1000
11/03/1964,IN,Owen,Johnson,democrat,490,1000
11/03/1964,IN,Owen,Goldwater,republican,510,1000
11/03/1964,IN,Starke,Johnson,democrat,530,1000
11/03/1964,IN,Starke,Goldwater,republican,470,1000
11/03/1964,IN,Union,Johnson,democrat,470,1000
11/03/1964,IN,Union,Goldwater,republican,530,1000
11/03/1964,PA,Lawrence,Johnson,democrat,470,1000
11/03/1964,PA,Lawrence,Goldwater,republican,530,1000
11/03/1964,NV,Eureka,Johnson,democrat,420,1000
11/03/1964,NV,Eureka,Goldwater,republican,580,1000
11/03/1964,NH,Belknap,Johnson,democrat,470,1000
11/03/1964,NH,Belknap,Goldwater,republican,530,1000
11/03/1964,AL,Russell,Johnson,democrat,420,1000
11/03/1964,AL,Russell,Goldwater,republican,580,1000
11/03/1964,FL,Manatee,Johnson,democrat,470,1000
11/03/1964,FL,Manatee,Goldwater,republican,530,1000
11/03/1964,NC,Columbus,Johnson,democrat,530,1000
11/03/1964,NC,Columbus,Goldwater,republican,470,1000
11/03/1964,TX,Navarro,Johnson,democrat,420,1000
11/03/1964,TX,Navarro,Goldwater,republican,580,1000
11/03/1964,VA,Amherst,Johnson,democrat,420,1000
11/03/1964,VA,Amherst,Goldwater,republican,580,1000
11/03/1964,TX,Reeves,Johnson,democrat,420,1000
11/03/1964,TX,Reeves,Goldwater,republican,580,1000
11/03/1964,ID,Clark,Johnson,democrat,490,1000
11/03/1964,ID,Clark,Goldwater,republican,510,1000
11/03/1964,MS,Warren,Johnson,democrat,580,1000
11/03/1964,MS,Warren,Goldwater,republican,420,1000
11/03/1964,MO,Mississippi,Johnson,democrat,580,1000
11/03/1964,MO,Mississippi,Goldwater,republican,420,1000
11/03/1964,MI,Osceola,Johnson,democrat,470,1000
11/03/1964,MI,Osceola,Goldwater,republican,530,1000
11/03/1964,MS,Grenada,Johnson,democrat,490,1000
11/03/1964,MS,Grenada,Goldwater,republican,510,1000
11/03/1964,TX,Guadalupe,Johnson,democrat,490,1000
11/03/1964,TX,Guadalupe,Goldwater,republican,510,1000
11/03/1964,FL,Union,Johnson,democrat,420,1000
11/03/1964,FL,Union,Goldwater,republican,580,1000
11/03/1964,MT,Wibaux,Johnson,democrat,420,1000
11/03/1964,MT,Wibaux,Goldwater,republican,580,1000
11/03/1964,MI,Baraga,Johnson,democrat,490,1000
11/03/1964,MI,Baraga,Goldwater,republican,510,1000
11/03/1964,OR,Hood_River,Johnson,democrat,580,1000
11/03/1964,OR,Hood_River,Goldwater,republican,420,1000
11/03/1964,IN,Allen,Johnson,democrat,470,1000
11/03/1964,IN,Allen,Goldwater,republican,530,1000
11/03/1964,SD,Hand,Johnson,democrat,420,1000
11/03/1964,SD,Hand,Goldwater,republican,580,1000
11/03/1964,IN,St_Joseph,Johnson,democrat,530,1000
11/03/1964,IN,St_Joseph,Goldwater,republican,470,1000
11/03/1964,VA,Hopewell,Johnson,democrat,580,1000
11/03/1964,VA,Hopewell,Goldwater,republican,420,1000
11/03/1964,ND,Dunn,Johnson,democrat,420,1000
11/03/1964,ND,Dunn,Goldwater,republican,580,1000
11/03/1964,ND,Slope,Johnson,democrat,420,1000
11/03/1964,ND,Slope,Goldwater,republican,580,1000
11/03/1964,NC,Scotland,Johnson,democrat,580,1000
11/03/1964,NC,Scotland,Goldwater,republican,420,1000
11/03/1964,TN,Dyer,Johnson,democrat,530,1000
11/03/1964,TN,Dyer,Goldwater,republican,470,1000
11/03/1964,KY,Calloway,Johnson,democrat,420,1000
11/03/1964,KY,Calloway,Goldwater,republican,580,1000
11/03/1964,TX,Bandera,Johnson,democrat,420,1000
11/03/1964,TX,Bandera,Goldwater,republican,580,1000
11/03/1964,RI,Bristol,Johnson,democrat,580,1000
11/03/1964,RI,Bristol,Goldwater,republican,420,1000
11/03/1964,WY,Sublette,Johnson,democrat,420,1000
11/03/1964,WY,Sublette,Goldwater,republican,580,1000
11/03/1964,NC,Macon,Johnson,democrat,420,1000
11/03/1964,NC,Macon,Goldwater,republican,580,1000
11/03/1964,WI,Ashland,Johnson,democrat,580,1000
11/03/1964,WI,Ashland,Goldwater,republican,420,1000
11/03/1964,TX,Hidalgo,Johnson,democrat,580,1000
11/03/1964,TX,Hidalgo,Goldwater,republican,420,1000
11/03/1964,WI,La_Crosse,Johnson,democrat,580,1000
11/03/1964,WI,La_Crosse,Goldwater,republican,420,1000
11/03/1964,AL,Mobile,Johnson,democrat,420,1000
11/03/1964,AL,Mobile,Goldwater,republican,580,1000
11/03/1964,AL,Madison,Johnson,democrat,420,1000
11/03/1964,AL,Madison,Goldwater,republican,580,1000
11/03/1964,NC,Polk,Johnson,democrat,420,1000
11/03/1964,NC,Polk,Goldwater,republican,580,1000
11/03/1964,LA,Iberia,Johnson,democrat,580,1000
11/03/1964,LA,Iberia,Goldwater,republican,420,1000
11/03/1964,SC,McCormick,Johnson,democrat,580,1000
11/03/1964,SC,McCormick,Goldwater,republican,420,1000
11/03/1964,MN,Mower,Johnson,democrat,580,1000
11/03/1964,MN,Mower,Goldwater,republican,420,1000
11/03/1964,MT,Madison,Johnson,democrat,420,1000
11/03/1964,MT,Madison,Goldwater,republican,580,1000
11/03/1964,GA,Forsyth,Johnson,democrat,420,1000
11/03/1964,GA,Forsyth,Goldwater,republican,580,1000
11/03/1964,OH,Allen,Johnson,democrat,420,1000
11/03/1964,OH,Allen,Goldwater,republican,580,1000
11/03/1964,NY,St_Lawrence,Johnson,democrat,580,1000
11/03/1964,NY,St_Lawrence,Goldwater,republican,420,1000
11/03/1964,WV,Doddridge,Johnson,democrat,420,1000
11/03/1964,WV,Doddridge,Goldwater,republican,580,1000
11/03/1964,MO,Cedar,Johnson,democrat,530,1000
11/03/1964,MO,Cedar,Goldwater,republican,470,1000
11/03/1964,SC,Bamberg,Johnson,democrat,580,1000
11/03/1964,SC,Bamberg,Goldwater,republican,420,1000
11/03/1964,ND,Dickey,Johnson,democrat,497,1000
11/03/1964,ND,Dickey,Goldwater,republican,503,1000
11/03/1964,AZ,Yavapai,Johnson,democrat,420,1000
11/03/1964,AZ,Yavapai,Goldwater,republican,580,1000
11/03/1964,NY,Rockland,Johnson,democrat,530,1000
11/03/1964,NY,Rockland,Goldwater,republican,470,1000
11/03/1964,MO,Ray,Johnson,democrat,470,1000
11/03/1964,MO,Ray,Goldwater,republican,530,1000
11/03/1964,MS,Forrest,Johnson,democrat,420,1000
11/03/1964,MS,Forrest,Goldwater,republican,580,1000
11/03/1964,AL,Marengo,Johnson,democrat,470,1000
11/03/1964,AL,Marengo,Goldwater,republican,530,1000
11/03/1964,TX,Rockwall,Johnson,democrat,420,1000
11/03/1964,TX,Rockwall,Goldwater,republican,580,1000
11/03/1964,AR,Phillips,Johnson,democrat,580,1000
11/03/1964,AR,Phillips,Goldwater,republican,420,1000
11/03/1964,NC,Alexander,Johnson,democrat,420,1000
11/03/1964,NC,Alexander,Goldwater,republican,580,1000
11/03/1964,WI,Marathon,Johnson,democrat,503,1000
11/03/1964,WI,Marathon,Goldwater,republican,497,1000
11/03/1964,OH,Greene,Johnson,democrat,420,1000
11/03/1964,OH,Greene,Goldwater,republican,580,1000
11/03/1964,VA,Washington,Johnson,democrat,470,1000
11/03/1964,VA,Washington,Goldwater,republican,530,1000
11/03/1964,VA,Wythe,Johnson,democrat,470,1000
11/03/1964,VA,Wythe,Goldwater,republican,530,1000
11/03/1964,NC,Lincoln,Johnson,democrat,420,1000
11/03/1964,NC,Lincoln,Goldwater,republican,580,1000
11/03/1964,OH,Madison,Johnson,democrat,420,1000
11/03/1964,OH,Madison,Goldwater,republican,580,1000
11/03/1964,LA,Avoyelles,Johnson,democrat,490,1000
11/03/1964,LA,Avoyelles,Goldwater,republican,510,1000
11/03/1964,FL,Jackson,Johnson,democrat,420,1000
11/03/1964,FL,Jackson,Goldwater,republican,580,1000
11/03/1964,WA,Kittitas,Johnson,democrat,470,1000
11/03/1964,WA,Kittitas,Goldwater,republican,530,1000
11/03/1964,IL,Whiteside,Johnson,democrat,580,1000
11/03/1964,IL,Whiteside,Goldwater,republican,420,1000
11/03/1964,NC,Perquimans,Johnson,democrat,580,1000
11/03/1964,NC,Perquimans,Goldwater,republican,420,1000
11/03/1964,GA,Webster,Johnson,democrat,470,1000
11/03/1964,GA,Webster,Goldwater,republican,530,1000
11/03/1964,FL,Nassau,Johnson,democrat,420,1000
11/03/1964,FL,Nassau,Goldwater,republican,580,1000
11/03/1964,TX,Dallas,Johnson,democrat,530,1000
11/03/1964,TX,Dallas,Goldwater,republican,470,1000
11/03/1964,CA,Ventura,Johnson,democrat,510,1000
11/03/1964,CA,Ventura,Goldwater,republican,490,1000
11/03/1964,KY,McCreary,Johnson,democrat,420,1000
11/03/1964,KY,McCreary,Goldwater,republican,580,1000
11/03/1964,MN,Becker,Johnson,democrat,497,1000
11/03/1964,MN,Becker,Goldwater,republican,503,1000
11/03/1964,AR,Union,Johnson,democrat,580,1000
11/03/1964,AR,Union,Goldwater,republican,420,1000
11/03/1964,KS,Osage,Johnson,democrat,470,1000
11/03/1964,KS,Osage,Goldwater,republican,530,1000
11/03/1964,TX,Orange,Johnson,democrat,420,1000
11/03/1964,TX,Orange,Goldwater,republican,580,1000
11/03/1964,GA,Clay,Johnson,democrat,580,1000
11/03/1964,GA,Clay,Goldwater,republican,420,1000
11/03/1964,OH,Summit,Johnson,democrat,580,1000
11/03/1964,OH,Summit,Goldwater,republican,420,1000
11/03/1964,GA,Liberty,Johnson,democrat,530,1000
11/03/1964,GA,Liberty,Goldwater,republican,470,1000
11/03/1964,GA,Seminole,Johnson,democrat,470,1000
11/03/1964,GA,Seminole,Goldwater,republican,530,1000
11/03/1964,GA,Cherokee,Johnson,democrat,420,1000
11/03/1964,GA,Cherokee,Goldwater,republican,580,1000
11/03/1964,MO,Montgomery,Johnson,democrat,470,1000
11/03/1964,MO,Montgomery,Goldwater,republican,530,1000
11/03/1964,TN,Giles,Johnson,democrat,490,1000
11/03/1964,TN,Giles,Goldwater,republican,510,1000
11/03/1964,IN,Spencer,Johnson,democrat,580,1000
11/03/1964,IN,Spencer,Goldwater,republican,420,1000
11/03/1964,WV,Boone,Johnson,democrat,503,1000
11/03/1964,WV,Boone,Goldwater,republican,497,1000
11/03/1964,OR,Clatsop,Johnson,democrat,580,1000
11/03/1964,OR,Clatsop,Goldwater,republican,420,1000
11/03/1964,CA,Lake,Johnson,democrat,530,1000
11/03/1964,CA,Lake,Goldwater,republican,470,1000
11/03/1964,GA,Chattooga,Johnson,democrat,420,1000
11/03/1964,GA,Chattooga,Goldwater,republican,580,1000
11/03/1964,MO,Scott,Johnson,democrat,580,1000
11/03/1964,MO,Scott,Goldwater,republican,420,1000
11/03/1964,WA,San_Juan,Johnson,democrat,580,1000
11/03/1964,WA,San_Juan,Goldwater,republican,420,1000
11/03/1964,OR,Jefferson,Johnson,democrat,490,1000
11/03/1964,OR,Jefferson,Goldwater,republican,510,1000
11/03/1964,UT,Utah,Johnson,democrat,420,1000
11/03/1964,UT,Utah,Goldwater,republican,580,1000
11/03/1964,MO,Ozark,Johnson,democrat,470,1000
11/03/1964,MO,Ozark,Goldwater,republican,530,1000
11/03/1964,LA,Richland,Johnson,democrat,470,1000
11/03/1964,LA,Richland,Goldwater,republican,530,1000
11/03/1964,NY,Essex,Johnson,democrat,580,1000
11/03/1964,NY,Essex,Goldwater,republican,420,1000
11/03/1964,TX,Madison,Johnson,democrat,420,1000
11/03/1964,TX,Madison,Goldwater,republican,580,1000
11/03/1964,IL,Grundy,Johnson,democrat,503,1000
11/03/1964,IL,Grundy,Goldwater,republican,497,1000
11/03/1964,NY,Ulster,Johnson,democrat,580,1000
11/03/1964,NY,Ulster,Goldwater,republican,420,1000
11/03/1964,NC,Lee,Johnson,democrat,420,1000
11/03/1964,NC,Lee,Goldwater,republican,580,1000
11/03/1964,TN,Bedford,Johnson,democrat,530,1000
11/03/1964,TN,Bedford,Goldwater,republican,470,1000
11/03/1964,ND,Mountrail,Johnson,democrat,510,1000
11/03/1964,ND,Mountrail,Goldwater,republican,490,1000
11/03/1964,TX,Freestone,Johnson,democrat,420,1000
11/03/1964,TX,Freestone,Goldwater,republican,580,1000
11/03/1964,NC,Alleghany,Johnson,democrat,420,1000
11/03/1964,NC,Alleghany,Goldwater,republican,580,1000
11/03/1964,NY,Wyoming,Johnson,democrat,420,1000
11/03/1964,NY,Wyoming,Goldwater,republican,580,1000
11/03/1964,MN,Pope,Johnson,democrat,490,1000
11/03/1964,MN,Pope,Goldwater,republican,510,1000
11/03/1964,IL,Crawford,Johnson,democrat,420,1000
11/03/1964,IL,Crawford,Goldwater,republican,580,1000
11/03/1964,MO,Barton,Johnson,democrat,580,1000
11/03/1964,MO,Barton,Goldwater,republican,420,1000
11/03/1964,AZ,Maricopa,Johnson,democrat,420,1000
11/03/1964,AZ,Maricopa,Goldwater,republican,580,1000
11/03/1964,NY,Ontario,Johnson,democrat,490,1000
11/03/1964,NY,Ontario,Goldwater,republican,510,1000
11/03/1964,TX,Panola,Johnson,democrat,420,1000
11/03/1964,TX,Panola,Goldwater,republican,580,1000
11/03/1964,IL,White,Johnson,democrat,510,1000
11/03/1964,IL,White,Goldwater,republican,490,1000
11/03/1964,MS,Hancock,Johnson,democrat,420,1000
11/03/1964,MS,Hancock,Goldwater,republican,580,1000
11/03/1964,PA,Bradford,Johnson,democrat,420,1000
11/03/1964,PA,Bradford,Goldwater,republican,580,1000
11/03/1964,OH,Knox,Johnson,democrat,420,1000
11/03/1964,OH,Knox,Goldwater,republican,580,1000
11/03/1964,SD,Brule,Johnson,democrat,470,1000
11/03/1964,SD,Brule,Goldwater,republican,530,1000
11/03/1964,CO,Archuleta,Johnson,democrat,580,1000
11/03/1964,CO,Archuleta,Goldwater,republican,420,1000
11/03/1964,AL,Coffee,Johnson,democrat,420,1000
11/03/1964,AL,Coffee,Goldwater,republican,580,1000
11/03/1964,VA,Caroline,Johnson,democrat,530,1000
